date,PE,OBV20,CCI20,MOMENTUM3M,REVS10,BETA21,CAPMALPHA21
2012-01-04,12.063,5381310.86429,-45.528692,-0.034812,-0.032725,1.379574,-0.346661
2012-01-05,11.7523,5371010.558235,-71.392658,-0.033735,-0.038516,1.36779,-0.350903
2012-01-06,11.8841,5359454.37308,-78.570674,-0.040333,-0.015516,1.385047,-0.360339
2012-01-09,12.3689,5351672.3264,-25.789445,-0.020517,0.032032,1.327223,-0.392175
2012-01-10,12.849,5347650.788705,63.518114,-0.04433,0.055542,1.314149,-0.407743
2012-01-11,12.6984,5342060.94095,122.30573,-0.095533,0.053312,1.322082,-0.427076
2012-01-12,12.7078,5340668.416245,152.558425,-0.104693,0.054528,1.339082,-0.460368
2012-01-13,12.3783,5339721.784505,98.469914,-0.141322,0.033662,1.280723,-0.486268
2012-01-16,12.1477,5340510.479815,11.91669,-0.184591,0.009171,1.199258,-0.478671
2012-01-17,12.8584,5341900.62825,115.336394,-0.238629,0.055914,1.137887,-0.452863
2012-01-18,12.7266,5338748.243675,147.696355,-0.234846,0.056117,1.129061,-0.408007
2012-01-19,12.9149,5338969.660565,128.498287,-0.191432,0.100957,1.119422,-0.386631
2012-01-20,13.3996,5344498.67355,188.969435,-0.181957,0.130121,1.144482,-0.336365
2012-01-30,13.0372,5349333.31993,134.548057,-0.236824,0.05509,1.181287,-0.310132
2012-01-31,13.282,5354495.24883,119.737793,-0.252129,0.034334,1.176462,-0.257197
2012-02-01,12.9572,5358910.52724,91.268635,-0.252166,0.020775,1.196325,-0.220937
2012-02-02,13.1455,5365563.38915,84.011387,-0.264728,0.035096,1.155616,-0.195866
2012-02-03,13.3714,5375476.91698,116.349467,-0.269084,0.081797,1.187373,-0.202974
2012-02-06,13.3196,5382612.39032,107.661956,-0.269356,0.098397,1.18701,-0.164678
2012-02-07,12.9902,5387380.193735,55.113956,-0.255151,0.010442,1.198649,-0.134261
2012-02-08,13.2773,5394959.130155,71.564972,-0.248772,0.044091,1.166252,-0.109785
2012-02-09,13.3243,5405651.739135,86.61662,-0.262432,0.032302,1.198955,-0.094426
2012-02-10,13.282,5413500.547725,85.448431,-0.299292,-0.008939,1.177538,-0.071692
2012-02-13,13.2726,5417998.04587,65.269341,-0.273587,0.018384,1.176729,-0.052559
2012-02-14,13.3855,5421677.98054,85.447594,-0.237983,0.007941,1.154362,-0.013365
