time,code,open,high,low,close,volume,amount,open_interest
2012-01-04 15:00:00,sse.601398,4.24,4.25,4.19,4.22,219008.0,92432768.0,
2012-01-05 15:00:00,sse.601398,4.19,4.3,4.19,4.25,451261.0,192553056.0,
2012-01-06 15:00:00,sse.601398,4.27,4.34,4.26,4.28,461076.0,198133696.0,
2012-01-09 15:00:00,sse.601398,4.3,4.34,4.26,4.31,572680.0,246448496.0,
2012-01-10 15:00:00,sse.601398,4.29,4.37,4.28,4.35,844379.0,365343680.0,
2012-01-11 15:00:00,sse.601398,4.35,4.37,4.3,4.35,561239.0,243353792.0,
2012-01-12 15:00:00,sse.601398,4.33,4.35,4.32,4.33,301558.0,130739688.0,
2012-01-13 15:00:00,sse.601398,4.34,4.38,4.31,4.34,494594.0,214747744.0,
2012-01-16 15:00:00,sse.601398,4.33,4.34,4.3,4.31,228900.0,98830376.0,
2012-01-17 15:00:00,sse.601398,4.3,4.38,4.28,4.36,533520.0,230771264.0,
2012-01-18 15:00:00,sse.601398,4.35,4.36,4.3,4.31,593371.0,256569952.0,
2012-01-19 15:00:00,sse.601398,4.31,4.37,4.3,4.36,959017.0,417484480.0,
2012-01-20 15:00:00,sse.601398,4.36,4.38,4.34,4.36,652926.0,284523264.0,
2012-01-30 15:00:00,sse.601398,4.38,4.39,4.26,4.27,643337.0,279208832.0,
2012-01-31 15:00:00,sse.601398,4.28,4.32,4.28,4.3,239891.0,102990208.0,
2012-02-01 15:00:00,sse.601398,4.3,4.31,4.27,4.28,201042.0,86266464.0,
2012-02-02 15:00:00,sse.601398,4.29,4.41,4.27,4.38,781458.0,340225696.0,
2012-02-03 15:00:00,sse.601398,4.37,4.44,4.34,4.41,728005.0,320007296.0,
2012-02-06 15:00:00,sse.601398,4.41,4.43,4.39,4.41,499244.0,220200448.0,
2012-02-07 15:00:00,sse.601398,4.4,4.41,4.31,4.33,374354.0,162782720.0,
2012-02-08 15:00:00,sse.601398,4.33,4.41,4.33,4.41,512489.0,224270992.0,
2012-02-09 15:00:00,sse.601398,4.4,4.44,4.36,4.42,834304.0,367809440.0,
2012-02-10 15:00:00,sse.601398,4.4,4.44,4.37,4.39,527929.0,232687168.0,
2012-02-13 15:00:00,sse.601398,4.37,4.4,4.35,4.37,439432.0,192106064.0,
2012-02-14 15:00:00,sse.601398,4.36,4.37,4.32,4.35,629225.0,272942592.0,
2012-02-15 15:00:00,sse.601398,4.35,4.4,4.33,4.37,632672.0,276119104.0,
2012-02-16 15:00:00,sse.601398,4.37,4.43,4.34,4.39,1029404.0,452172896.0,
2012-02-17 15:00:00,sse.601398,4.4,4.41,4.36,4.39,338492.0,148612272.0,
2012-02-20 15:00:00,sse.601398,4.41,4.42,4.39,4.4,426763.0,188115008.0,
2012-02-21 15:00:00,sse.601398,4.4,4.48,4.39,4.46,615058.0,272759552.0,
2012-02-22 15:00:00,sse.601398,4.45,4.45,4.39,4.44,724160.0,320054272.0,
2012-02-24 15:00:00,sse.601398,4.43,4.45,4.39,4.44,830382.0,366679936.0,
2012-02-27 15:00:00,sse.601398,4.43,4.45,4.41,4.44,816280.0,361904480.0,
2012-02-28 15:00:00,sse.601398,4.41,4.47,4.41,4.45,696644.0,309982848.0,
2012-02-29 15:00:00,sse.601398,4.45,4.45,4.41,4.43,644465.0,285582688.0,
2012-03-01 15:00:00,sse.601398,4.43,4.44,4.4,4.41,359025.0,158769760.0,
2012-03-02 15:00:00,sse.601398,4.41,4.43,4.41,4.43,609173.0,269155904.0,
2012-03-05 15:00:00,sse.601398,4.43,4.44,4.36,4.38,649957.0,285826592.0,
2012-03-06 15:00:00,sse.601398,4.38,4.38,4.34,4.34,507609.0,220957904.0,
2012-03-07 15:00:00,sse.601398,4.33,4.35,4.3,4.32,617593.0,267002768.0,
2012-03-08 15:00:00,sse.601398,4.33,4.34,4.31,4.33,515754.0,223115520.0,
2012-03-09 15:00:00,sse.601398,4.34,4.35,4.32,4.33,331954.0,143711552.0,
